,travel_date,ratings,flight_type,flight_class,review_title,review_text,Airline_Company,Airline_Class,Airline_Origin
1934, June 2019,1,Domestic,Economy,Worst Airline to choose.,"Delayed us because the original plane was messing up, call another plane, board us, make us wait another 2 hours and then cancel our flight and they are pretty much telling us we’re out of luck.",Allegiant,low-cost,USA
1935, June 2019,4,Domestic,Economy,Low Cost Air Fare,Flight was late on departure and arrival both segments.  Typical for summer travel.  This is a no frills airline and everything costs.  Base rates are very good but with the additional add ones you can get close to another major carriers ticket price.,Allegiant,low-cost,USA
1936, June 2019,1,Domestic,Economy,NIGHTMARE,"I will NEVER book with Allegiant again!!!! After arriving to the airport and checking in, we were informed that our flight had been cancelled and rescheduled for the NEXT day. Again we arrive and check in early only to be notified by text that the flight had been delayed AGAIN.…",Allegiant,low-cost,USA
1937, June 2019,4,Domestic,Economy,Flight for a cruise,"I love Allegiant, it's so affordable.  I flew my family of 6 to Ft. Lauderdale for a cruise for less than $300 for all of us.  So we surprised our kids for their first flight.  They had a great time.  We didn't select seats but all our seats were in the same row at check-in.  As…",Allegiant,low-cost,USA
1938, June 2019,4,Domestic,Economy,Great flight,"Safe, friendly and courteous staff, comfortable seat, and like any other airline you pay for snacks and any other frills. The air was really cold, but we left and landed on time. Checking in was very easy on the app and deplaning was awesome because they also let us use the rear…",Allegiant,low-cost,USA
1939, June 2019,4,Domestic,Economy,Always pleasant,Allegiant Air is always a pleasant trip.  The staff is always very helpful and we always arrive safely and on schedule.  My husband and I have never been disappointed flying Allegiant Air.,Allegiant,low-cost,USA
1940, June 2019,5,Domestic,Economy,Carolina Country Music festival,Have flown with alligent several times flight attendants are always friendly and love the low prices just wish they had more fights to more cities,Allegiant,low-cost,USA
1941, May 2019,4,Domestic,Economy,No Frills Flight Home,"Allegiant Air is what it is; a safe, courteously staffed, no frills, a la carte, nonstop flight from point A to point B. My wife and I chose to pay for checked bags (unusual 40lbs limit), overhead bags, and self-selected seats. These up charges were clearly stated in the booking…",Allegiant,low-cost,USA
1942, June 2019,5,Domestic,Economy,Great Flight,"Great airport, great trip! Very organized and it doesn't take long to get through check in or security.",Allegiant,low-cost,USA
1943, June 2019,4,Domestic,Economy,Easy Non-Stop,"I was flying home to Florida, and although I wanted to fly out of Omaha, there were no non-stop flights.  So, I chose Des Moines, and Allegiant, so I didn't have to change planes.  I don't like to have to pay for each additional add on, however, my flight initial cost (I did pay…",Allegiant,low-cost,USA
1944, May 2019,4,Domestic,Economy,Nice event-free flight,"Another great non-stop flight with Allegiant. I know lots of folks debate their service, but I've always found the staff and Flight Attendants to be extremely friendly and willing to assist if I had any questions or needed something out of the norm.",Allegiant,low-cost,USA
1945, January 2019,5,Domestic,Economy,First Flight,"This was my first flight with Allegiant, and for the price, it's a really good deal. They take out all the extra fees that larger airlines add in, such as, baggage, free drinks, etc. This way, you pay for what you need. In March 2019, two adults were $257, including one…",Allegiant,low-cost,USA
1946, June 2019,3,Domestic,Economy,5.5 hour flight—no snacks or drinks ,"I recently flew from Cincinnati to Savannah on what should have been a 1.5 hour flight but upon our arrival, there were storms hitting Savannah so we could not land. After circling Savannah for quite some time, we were diverted to Myrtle Beach where we landed to refuel and sit…",Allegiant,low-cost,USA
1947, June 2019,2,Domestic,Economy,Low cost but unreliable,"I have flown Allegiant several times, and the only reason I go back to them is because of the convenience of their prices and airport locations. Some flights have been decent, but I have had more than my fair share of frustrations with the company as well. Flights are almost…",Allegiant,low-cost,USA
1948, August 2018,3,Domestic,Economy,Affordable or not?,"Travel lightly or pay up. Make sure you weigh your check-in before departure or it’ll cost you additional $50 just for a pound over forty. Delta’s limit is fifty lbs. The seats have no pockets so even if you buy the overpriced water; yes you pay for water!, you have to hold it!",Allegiant,low-cost,USA
1949, May 2019,1,Domestic,Economy,Buyer beware ,"Arrived to airport 45 minutes before flight got to ticket counter at 40 minutes until flight to find that our flight “closed a long time ago” and no effort was made to accomplish us in any way. Any other airline would try to get you onto your flight, especially at such a small…",Allegiant,low-cost,USA
1950, June 2019,1,Domestic,Economy,Do not book with allegiant,Spent 6 hours delayed in the airport without anyone telling us anything and another 7 in the air for a 1 hour flight they book more flights then they have planes huge RIP off dont do it,Allegiant,low-cost,USA
1951, June 2019,5,Domestic,Economy,Nice Trip / Excellent Value,"Our Trip from Louisville to Tampa was worth every penny. Nice ride, professional staff, and a well balanced crew! Aircraft was comfortable. If you want extra leg room its worth it, but book early and pick your seats.",Allegiant,low-cost,USA
1952, June 2019,5,Domestic,Economy,"No frills, but gets you there!","Budget friendly, no extras, but seats are comfortable, plane seemed relatively new, and got me where I paid to be. Flights ran in a timely manner and my luggage was handled in a kind way. What's not to like?",Allegiant,low-cost,USA
1953, April 2019,3,Domestic,Economy,Allegiant first time,"My fiance and I chose to fly allegiant air out of Sanford for several reasons. First to avoid I-4 traffic and second, for cost. The cheap ticket cost was mitigated however, by charges for both checked baggage as well as carry on bags. Add to that a $131 charge for parking for…",Allegiant,low-cost,USA
1954, May 2019,1,Domestic,Economy,*BEWARE* FLYING OUT OF RAPID CITY WILL COST YOU MORE,"Never expect anything without a fee even when you already paid... I  happily paid for my flight (210.00) carry-on (40.00), priority access (12.98), as well as my seat (37.00). I flew out of Mesa AZ with my carry-on (approved small bag 9 x 14 x 20) the agents in Mesa told me to…",Allegiant,low-cost,USA
1955, June 2019,1,Domestic,Economy,This airline went from ok to terrible,Flew this airline several times in the past. The cheap fares made it a great option. The last time we flew this airline we were delayed several hours to fly into Vegas. They gave us no info the entire time until 4 hours later at about 11pm they told us the staff ran out of hrs…,Allegiant,low-cost,USA
1956, June 2019,5,Domestic,Economy,Great experience,"Really great flight from the small airport in Stockton. I was surprised we left on time and arrived early in Vegas (the flights are usually almost always delayed, so I am definitely not complaining). They used both doors to board so that was helpful in decreasing any possibility…",Allegiant,low-cost,USA
1957, May 2019,1,Domestic,Economy,Very bad airline,Always delayed going back to Alaska and delta. Allegiant should not be in business . I feel stupid for even giving this airline a chance after two years again,Allegiant,low-cost,USA
1958, June 2019,1,Domestic,Economy,WORST EXPERIENCE EVER!!!,I have never been on an airplane or even experienced customer service from airport staff! I am beyond disgusted with the behavior of the staff and the structure of the way things are ran at this airline. It’s Very unorganized!!!! The microphone is extremely low and the flights…,Allegiant,low-cost,USA
1959, June 2019,1,Domestic,Economy,Beyond rude,"Checking in going destin to pittsburgh. Waited 45min as allegiant personnell walked back and forth. Nobody greeted us or told us any ino...not even a smile. Finally got to check in and was told our flight was not boarding for 30min, they can board one plane at a time. Just rude…",Allegiant,low-cost,USA
